animal_id,breed,intake_type,intake_subtype,intake_date,intake_time,intake_condition,outcome,outcome_date,outcome_time,impound_num
A1198131,MIXED BREED,STRAY,AT LARGE,12/13/2023,15:25:00,APP WNL,ADOPTION,12/14/2023,15:39:00,K23-608914
A1198132,MIXED BREED,STRAY,AT LARGE,12/13/2023,15:25:00,APP WNL,ADOPTION,12/18/2023,17:05:00,K23-608915
A1198133,ALASKAN HUSKY,STRAY,CONFINED,12/13/2023,15:48:00,APP WNL,RETURNED TO OWNER,12/21/2023,15:26:00,K23-608916
A1198135,AUST CATTLE DOG,STRAY,CONFINED,12/13/2023,15:48:00,APP WNL,ADOPTION,12/27/2023,16:41:00,K23-608917
A1198136,MIXED BREED,STRAY,AT LARGE,12/13/2023,16:03:00,APP WNL,FOSTER,12/30/2023,16:22:00,K23-608918
A1198136,MIXED BREED,FOSTER,APPOINT,01/11/2024,11:33:00,APP WNL,ADOPTION,01/11/2024,11:39:00,K24-611582
A1198137,BELG MALINOIS,STRAY,WEB,12/12/2023,16:25:00,NORMAL,LOST EXP,01/13/2024,00:00:00,K23-608919
A1198138,GERM SHEPHERD,STRAY,AT LARGE,12/13/2023,16:03:00,APP WNL,ADOPTION,12/29/2023,15:03:00,K23-608920
A1198139,MIXED BREED,STRAY,CONFINED,12/13/2023,16:50:00,APP WNL,FOSTER,12/17/2023,17:32:00,K23-608921
A1198139,MIXED BREED,FOSTER,APPOINT,01/18/2024,16:40:00,APP WNL,TRANSFER,01/18/2024,16:41:00,K24-612303
A1198140,MIXED BREED,STRAY,AT LARGE,12/13/2023,16:24:00,APP WNL,TRANSFER,12/22/2023,13:00:00,K23-608922
A1198141,MIXED BREED,STRAY,AT LARGE,12/13/2023,16:24:00,APP WNL,TRANSFER,12/22/2023,13:00:00,K23-608923
A1198142,MIXED BREED,STRAY,AT LARGE,12/13/2023,16:24:00,APP WNL,TRANSFER,12/23/2023,13:00:00,K23-608924
A1198144,MIXED BREED,STRAY,AT LARGE,12/13/2023,16:24:00,APP WNL,TRANSFER,12/22/2023,13:00:00,K23-608925
A1198147,MIXED BREED,STRAY,AT LARGE,12/13/2023,16:24:00,APP WNL,TRANSFER,12/22/2023,13:00:00,K23-608927
A1198150,MIXED BREED,STRAY,AT LARGE,12/13/2023,17:54:00,APP WNL,FOSTER,01/08/2024,15:27:00,K23-608928
A1198150,MIXED BREED,FOSTER,APPOINT,02/18/2024,12:27:00,APP WNL,ADOPTION,02/18/2024,12:30:00,K24-615429
A1198152,MIXED BREED,STRAY,AT LARGE,12/13/2023,17:54:00,APP WNL,FOSTER,01/08/2024,14:44:00,K23-608929
A1198152,MIXED BREED,FOSTER,APPOINT,03/02/2024,15:50:00,APP WNL,ADOPTION,03/02/2024,15:54:00,K24-616770
A1198154,MIXED BREED,STRAY,AT LARGE,12/13/2023,18:35:00,APP WNL,ADOPTION,12/22/2023,12:13:00,K23-608933
A1198155,MIXED BREED,STRAY,AT LARGE,12/13/2023,19:05:00,APP WNL,ADOPTION,12/18/2023,17:39:00,K23-608935
A1198156,MIXED BREED,STRAY,AT LARGE,12/13/2023,18:45:00,APP WNL,ADOPTION,12/16/2023,17:59:00,K23-608936
A1198156,MIXED BREED,OWNER SURRENDER,APPOINT,05/11/2024,11:53:00,APP WNL,OTHER,05/11/2024,00:00:00,K24-626098
A1198157,MIXED BREED,STRAY,AT LARGE,12/13/2023,18:45:00,APP WNL,DIED,12/16/2023,12:12:00,K23-608937
A1198164,AUST CATTLE DOG,STRAY,WEB,12/09/2023,00:32:00,NORMAL,FOUND EXP,01/13/2024,00:00:00,K23-608943
A1198165,PIT BULL,CONFISCATED,QUARANTINE,12/22/2023,16:43:00,APP WNL,EUTHANIZED,12/28/2023,14:35:00,K23-609710
A1198166,MIXED BREED,STRAY,AT LARGE,12/14/2023,00:39:00,CRITICAL,EUTHANIZED,12/16/2023,14:34:00,K23-608944
A1198167,CHIHUAHUA SH,STRAY,WEB,11/26/2023,06:25:00,NORMAL,LOST EXP,01/14/2024,00:00:00,K23-608945
A1198168,MIXED BREED,STRAY,CONFINED,12/14/2023,07:28:00,APP WNL,ADOPTION,12/15/2023,16:20:00,K23-608946
A1198169,MIXED BREED,STRAY,CONFINED,12/14/2023,07:28:00,APP WNL,ADOPTION,12/15/2023,16:20:00,K23-608947
A1198170,CHIHUAHUA SH,STRAY,CONFINED,12/14/2023,07:28:00,APP WNL,RETURNED TO OWNER,12/14/2023,07:42:00,K23-608949
A1198171,FRENCH BULLDOG,KEEPSAFE,OWN ARREST,12/13/2023,07:58:00,APP WNL,RETURNED TO OWNER,12/22/2023,12:11:00,K23-608950
A1198172,DOBERMAN PINSCH,STRAY,CONFINED,12/14/2023,08:06:00,UNDERAGE,TRANSFER,12/15/2023,13:06:00,K23-608951
A1198173,DOBERMAN PINSCH,STRAY,CONFINED,12/14/2023,08:06:00,UNDERAGE,TRANSFER,12/15/2023,13:06:00,K23-608952
A1198174,DOBERMAN PINSCH,STRAY,CONFINED,12/14/2023,08:06:00,UNDERAGE,TRANSFER,12/15/2023,13:06:00,K23-608953
A1198175,DOBERMAN PINSCH,STRAY,CONFINED,12/14/2023,08:06:00,UNDERAGE,TRANSFER,12/15/2023,13:06:00,K23-608954
A1198176,DOBERMAN PINSCH,STRAY,CONFINED,12/14/2023,08:06:00,UNDERAGE,TRANSFER,12/15/2023,13:06:00,K23-608955
A1198177,DOBERMAN PINSCH,STRAY,CONFINED,12/14/2023,08:06:00,UNDERAGE,TRANSFER,12/15/2023,13:06:00,K23-608956
A1198178,DOBERMAN PINSCH,STRAY,CONFINED,12/14/2023,08:06:00,UNDERAGE,TRANSFER,12/15/2023,13:06:00,K23-608957
A1198179,DOBERMAN PINSCH,STRAY,CONFINED,12/14/2023,08:06:00,UNDERAGE,TRANSFER,12/15/2023,13:06:00,K23-608958
A1198183,GREAT PYRENEES,STRAY,TRAP,12/14/2023,09:00:00,APP WNL,ADOPTION,12/30/2023,15:30:00,K23-608959
A1198185,MIXED BREED,STRAY,AT LARGE,12/14/2023,10:39:00,APP WNL,ADOPTION,12/17/2023,17:27:00,K23-608968
A1198186,MIXED BREED,STRAY,AT LARGE,12/14/2023,11:14:00,APP WNL,FOSTER,12/14/2023,12:29:00,K23-608969
A1198186,MIXED BREED,FOSTER,APPOINT,12/18/2023,09:27:00,APP WNL,ADOPTION,12/18/2023,15:51:00,K23-609261
A1198187,SHIH TZU,STRAY,LEFT AT,12/14/2023,11:23:00,APP WNL,ADOPTION,12/17/2023,12:39:00,K23-608970
A1198188,MIXED BREED,STRAY,AT LARGE,12/14/2023,11:42:00,APP WNL,FOSTER,12/27/2023,14:59:00,K23-608971
A1198188,MIXED BREED,FOSTER,APPOINT,12/29/2023,12:35:00,APP WNL,FOSTER,12/29/2023,12:36:00,K23-610250
A1198188,MIXED BREED,TREATMENT,SPAY/NEUT,12/31/2023,09:19:00,APP WNL,TREATMENT,12/31/2023,15:48:00,K23-610438
A1198190,MIXED BREED,STRAY,AT LARGE,12/14/2023,12:04:00,APP WNL,ADOPTION,12/19/2023,19:02:00,K23-608973
A1198191,GERM SHEPHERD,STRAY,WEB,12/13/2023,12:25:00,NORMAL,LOST EXP,01/14/2024,00:00:00,K23-608974
A1198192,AUST TERRIER,STRAY,WEB,12/13/2023,12:25:00,NORMAL,FOUND EXP,01/14/2024,00:00:00,K23-608975
A1198193,BOXER,STRAY,AT LARGE,12/14/2023,12:29:00,APP WNL,TRANSFER,01/03/2024,18:47:00,K23-608976
A1198194,MALTESE,STRAY,AT LARGE,12/14/2023,12:29:00,APP WNL,RETURNED TO OWNER,12/14/2023,13:43:00,K23-608977
A1198195,AM PIT BULL TER,CONFISCATED,QUARANTINE,12/14/2023,13:16:00,APP WNL,RETURNED TO OWNER,12/23/2023,16:16:00,K23-608982
A1198196,CAIRN TERRIER,STRAY,AT LARGE,12/14/2023,12:29:00,APP WNL,TRANSFER,12/19/2023,12:35:00,K23-608978
A1198198,PIT BULL,CONFISCATED,SAC,12/14/2023,13:16:00,APP SICK,TRANSFER,01/22/2024,14:16:00,K23-608983
A1198199,AUST TERRIER,STRAY,WEB,12/13/2023,13:25:00,NORMAL,FOUND EXP,01/14/2024,00:00:00,K23-608984
A1198200,POODLE STND,STRAY,WEB,12/08/2023,13:25:00,NORMAL,LOST EXP,01/14/2024,00:00:00,K23-608985
A1198202,PUG,STRAY,AT LARGE,12/14/2023,13:39:00,APP WNL,TRANSFER,12/20/2023,13:49:00,K23-608988
A1198203,PIT BULL,STRAY,AT LARGE,12/14/2023,13:57:00,APP INJ,ADOPTION,12/18/2023,11:12:00,K23-608991
A1198203,PIT BULL,TREATMENT,SPAY/NEUT,12/14/2023,09:23:00,APP WNL,TREATMENT,01/01/2024,15:26:00,K24-610517
A1198204,MIXED BREED,STRAY,AT LARGE,12/14/2023,13:54:00,APP WNL,EUTHANIZED,01/06/2024,15:41:00,K23-608989
A1198205,SHIH TZU,STRAY,WEB,12/14/2023,14:25:00,NORMAL,LOST EXP,01/14/2024,00:00:00,K23-608993
A1198206,BULL TERRIER,STRAY,WEB,12/14/2023,14:25:00,NORMAL,LOST EXP,01/14/2024,00:00:00,K23-608994
A1198207,BULL TERRIER,STRAY,WEB,12/14/2023,14:25:00,NORMAL,LOST EXP,01/14/2024,00:00:00,K23-608995
A1198208,GERM SHEPHERD,STRAY,WEB,12/13/2023,14:25:00,NORMAL,LOST EXP,01/14/2024,00:00:00,K23-608996
A1198211,LABRADOR RETR,CONFISCATED,QUARANTINE,12/14/2023,15:27:00,APP WNL,RETURNED TO OWNER,12/26/2023,13:24:00,K23-609010
A1198214,MIXED BREED,STRAY,AT LARGE,12/14/2023,14:45:00,APP WNL,RETURNED TO OWNER,12/14/2023,20:18:00,K23-609003
A1198215,MIXED BREED,OWNER SURRENDER,APPOINT,12/14/2023,14:47:00,APP WNL,ADOPTION,12/17/2023,15:22:00,K23-609001
A1198216,MIXED BREED,OWNER SURRENDER,APPOINT,12/14/2023,15:02:00,APP WNL,ADOPTION,12/16/2023,15:11:00,K23-609002
A1198217,MIXED BREED,OWNER SURRENDER,APPOINT,12/14/2023,15:11:00,APP WNL,TRANSFER,12/16/2023,13:44:00,K23-609004
A1198218,MIXED BREED,OWNER SURRENDER,APPOINT,12/14/2023,15:11:00,APP WNL,TRANSFER,12/16/2023,13:44:00,K23-609005
A1198219,MIXED BREED,OWNER SURRENDER,APPOINT,12/14/2023,15:11:00,APP WNL,TRANSFER,12/16/2023,13:45:00,K23-609006
A1198220,MIXED BREED,OWNER SURRENDER,APPOINT,12/14/2023,15:11:00,APP WNL,TRANSFER,12/16/2023,13:45:00,K23-609007
A1198221,CHIHUAHUA SH,STRAY,WEB,12/05/2023,15:25:00,NORMAL,LOST EXP,01/14/2024,00:00:00,K23-609008
A1198224,GERM SHEPHERD,STRAY,CONFINED,12/14/2023,16:07:00,APP WNL,RETURNED TO OWNER,12/16/2023,17:46:00,K23-609013
A1198225,GERM SHEPHERD,STRAY,CONFINED,12/14/2023,16:07:00,APP WNL,RETURNED TO OWNER,12/16/2023,17:46:00,K23-609014
A1198226,GREAT DANE,OWNER SURRENDER,APPOINT,12/14/2023,16:01:00,APP WNL,ADOPTION,12/16/2023,15:41:00,K23-609015
A1198227,YORKSHIRE TERR,KEEPSAFE,OWN DECEAS,12/14/2023,16:19:00,APP WNL,RETURNED TO OWNER,12/20/2023,15:41:00,K23-609017
A1198228,PIT BULL,STRAY,AT LARGE,12/14/2023,16:22:00,APP INJ,FOSTER,12/23/2023,13:23:00,K23-609016
A1198228,PIT BULL,FOSTER,APPOINT,12/31/2023,12:37:00,APP WNL,ADOPTION,02/03/2024,11:34:00,K23-610467
A1198229,YORKSHIRE TERR,KEEPSAFE,OWN DECEAS,12/14/2023,16:19:00,APP WNL,RETURNED TO OWNER,12/20/2023,15:41:00,K23-609018
A1198230,MIXED BREED,STRAY,AT LARGE,12/14/2023,16:49:00,APP INJ,EUTHANIZED,12/22/2023,14:06:00,K23-609019
A1198231,YORKSHIRE TERR,KEEPSAFE,OWN DECEAS,12/14/2023,16:19:00,APP WNL,RETURNED TO OWNER,12/19/2023,17:53:00,K23-609020
A1198232,LABRADOR RETR,STRAY,WEB,12/12/2023,17:25:00,NORMAL,LOST EXP,01/14/2024,00:00:00,K23-609021
A1198234,ROTTWEILER,OWNER SURRENDER,APPOINT,12/14/2023,17:22:00,APP WNL,ADOPTION,12/22/2023,16:27:00,K23-609022
A1198241,MIXED BREED,OWNER SURRENDER,APPOINT,12/14/2023,17:44:00,APP WNL,TRANSFER,12/16/2023,14:19:00,K23-609030
A1198241,MIXED BREED,TREATMENT,SPAY/NEUT,01/01/2024,09:18:00,APP WNL,TREATMENT,01/01/2024,15:59:00,K24-610513
A1198242,MIXED BREED,OWNER SURRENDER,APPOINT,12/14/2023,17:44:00,APP WNL,TRANSFER,12/16/2023,14:20:00,K23-609031
A1198248,PIT BULL,STRAY,AT LARGE,12/14/2023,18:29:00,APP WNL,ADOPTION,12/22/2023,15:36:00,K23-609040
A1198249,MIXED BREED,OWNER SURRENDER,APPOINT,12/14/2023,17:44:00,APP WNL,TRANSFER,12/17/2023,15:49:00,K23-609041
A1198250,MIXED BREED,OWNER SURRENDER,APPOINT,12/14/2023,17:44:00,APP WNL,ADOPTION,12/16/2023,15:30:00,K23-609042
A1198251,MIXED BREED,STRAY,AT LARGE,12/14/2023,18:50:00,APP INJ,EUTHANIZED,12/15/2023,09:01:00,K23-609044
A1198253,MIXED BREED,OWNER SURRENDER,APPOINT,12/14/2023,17:44:00,APP WNL,ADOPTION,12/17/2023,16:40:00,K23-609047
A1198254,MIXED BREED,OWNER SURRENDER,APPOINT,12/14/2023,17:44:00,APP WNL,TRANSFER,12/19/2023,16:47:00,K23-609048
A1198255,MIXED BREED,OWNER SURRENDER,APPOINT,12/14/2023,17:44:00,APP WNL,ADOPTION,12/17/2023,16:40:00,K23-609049
A1198256,MIXED BREED,STRAY,AT LARGE,12/14/2023,19:08:00,APP WNL,EUTHANIZED,01/03/2024,13:25:00,K23-609050
A1198257,MIXED BREED,OWNER SURRENDER,APPOINT,12/14/2023,17:44:00,APP WNL,ADOPTION,12/22/2023,16:16:00,K23-609051
A1198258,GERM SHEPHERD,STRAY,TRAP,12/14/2023,19:49:00,APP WNL,FOSTER,12/16/2023,15:49:00,K23-609052
A1198258,GERM SHEPHERD,FOSTER,APPOINT,12/30/2023,15:09:00,APP WNL,ADOPTION,12/30/2023,15:14:00,K23-610378
A1198259,MIXED BREED,OWNER SURRENDER,APPOINT,12/14/2023,17:44:00,APP WNL,ADOPTION,12/18/2023,16:39:00,K23-609053
A1198260,SHIH TZU,STRAY,WEB,12/14/2023,20:25:00,NORMAL,FOUND EXP,01/14/2024,00:00:00,K23-609054
A1198261,PIT BULL,STRAY,AT LARGE,12/14/2023,21:16:00,APP WNL,RETURNED TO OWNER,12/19/2023,19:09:00,K23-609055
A1198262,SHIH TZU,STRAY,WEB,11/28/2023,21:25:00,NORMAL,LOST EXP,01/14/2024,00:00:00,K23-609056
A1198269,CHIHUAHUA SH,STRAY,WEB,12/05/2023,05:25:00,NORMAL,LOST EXP,01/15/2024,00:00:00,K23-609057
A1198270,CHIHUAHUA SH,STRAY,WEB,12/05/2023,05:25:00,NORMAL,LOST EXP,01/15/2024,00:00:00,K23-609058
A1198271,GERM SHEPHERD,STRAY,WEB,12/13/2023,07:25:00,NORMAL,FOUND EXP,01/15/2024,00:00:00,K23-609059
A1198272,MIXED BREED,STRAY,LEFT AT,12/15/2023,07:57:00,APP WNL,ADOPTION,12/19/2023,17:35:00,K23-609060
A1198273,MIXED BREED,STRAY,LEFT AT,12/15/2023,07:57:00,APP WNL,FOSTER,12/20/2023,14:52:00,K23-609061
A1198273,MIXED BREED,TREATMENT,SPAY/NEUT,01/09/2024,09:11:00,APP WNL,TREATMENT,01/09/2024,17:08:00,K24-611329
A1198273,MIXED BREED,FOSTER,APPOINT,01/16/2024,15:09:00,APP WNL,ADOPTION,01/16/2024,15:09:00,K24-612064
A1198277,DOGUE DE BORDX,STRAY,WEB,12/10/2023,10:25:00,NORMAL,FOUND EXP,01/15/2024,00:00:00,K23-609065
A1198278,SIBERIAN HUSKY,STRAY,WEB,12/14/2023,10:25:00,NORMAL,LOST EXP,01/15/2024,00:00:00,K23-609066
A1198279,MIXED BREED,STRAY,AT LARGE,12/15/2023,10:46:00,APP WNL,TRANSFER,12/17/2023,11:05:00,K23-609067
A1198280,MIXED BREED,STRAY,AT LARGE,12/15/2023,10:55:00,APP WNL,TRANSFER,12/17/2023,11:06:00,K23-609068
A1198281,MIXED BREED,STRAY,AT LARGE,12/15/2023,10:55:00,APP WNL,TRANSFER,12/17/2023,11:06:00,K23-609069
A1198282,GERM SHEPHERD,STRAY,AT LARGE,12/15/2023,12:19:00,APP WNL,EUTHANIZED,01/08/2024,14:24:00,K23-609070
A1198283,MIXED BREED,STRAY,AT LARGE,12/15/2023,10:55:00,APP WNL,TRANSFER,12/17/2023,11:06:00,K23-609071
A1198284,GERM SHEPHERD,STRAY,AT LARGE,12/15/2023,12:19:00,APP WNL,EUTHANIZED,01/08/2024,14:38:00,K23-609072
A1198285,MIXED BREED,STRAY,AT LARGE,12/15/2023,10:55:00,APP WNL,TRANSFER,12/17/2023,11:06:00,K23-609073
A1198290,CHIHUAHUA SH,STRAY,WEB,12/05/2023,12:25:00,NORMAL,LOST EXP,01/15/2024,00:00:00,K23-609080
A1198296,GREAT PYRENEES,STRAY,AT LARGE,12/15/2023,13:08:00,APP WNL,ADOPTION,12/30/2023,15:28:00,K23-609089
A1198300,GERM SHEPHERD,STRAY,AT LARGE,12/15/2023,13:08:00,APP WNL,ADOPTION,12/20/2023,15:14:00,K23-609091
A1198305,MIXED BREED,STRAY,AT LARGE,12/15/2023,13:57:00,APP WNL,RETURNED TO OWNER,12/17/2023,14:28:00,K23-609095
A1198306,MIXED BREED,STRAY,AT LARGE,12/15/2023,00:00:00,APP WNL,ADOPTION,12/22/2023,13:25:00,K23-609096
A1198307,MIXED BREED,OWNER SURRENDER,APPOINT,12/15/2023,13:40:00,APP WNL,ADOPTION,12/16/2023,17:55:00,K23-609097
A1198310,JACK RUSS TERR,STRAY,WEB,12/13/2023,15:25:00,NORMAL,FOUND EXP,01/15/2024,00:00:00,K23-609099
A1198312,LABRADOR RETR,STRAY,AT LARGE,12/15/2023,15:36:00,APP WNL,ADOPTION,12/29/2023,15:39:00,K23-609101
A1198313,MIXED BREED,OWNER SURRENDER,APPOINT,12/15/2023,15:33:00,APP WNL,ADOPTION,12/18/2023,14:53:00,K23-609102
A1198315,MIXED BREED,STRAY,AT LARGE,12/15/2023,16:00:00,APP WNL,ADOPTION,12/19/2023,18:05:00,K23-609105
A1198315,MIXED BREED,TRANSFER,STRAY,01/02/2024,13:42:00,APP WNL,TRANSFER,01/07/2024,10:41:00,K24-610642
A1198316,BOXER,STRAY,WEB,12/14/2023,16:25:00,NORMAL,FOUND EXP,01/15/2024,00:00:00,K23-609107
A1198317,GERM SHEPHERD,STRAY,WEB,12/15/2023,16:25:00,NORMAL,LOST EXP,01/15/2024,00:00:00,K23-609108
A1198319,GERM SHEPHERD,STRAY,AT LARGE,12/15/2023,16:33:00,APP WNL,ADOPTION,12/22/2023,16:22:00,K23-609111
A1198320,AUST CATTLE DOG,STRAY,AT LARGE,12/15/2023,16:38:00,APP WNL,ADOPTION,12/26/2023,15:34:00,K23-609112
A1198321,MIXED BREED,STRAY,LEFT AT,12/15/2023,16:41:00,APP WNL,ADOPTION,12/21/2023,15:21:00,K23-609113
A1198322,MIXED BREED,STRAY,LEFT AT,12/15/2023,16:41:00,APP WNL,FOSTER,01/13/2024,11:28:00,K23-609114
A1198322,MIXED BREED,FOSTER,APPOINT,02/28/2024,16:51:00,APP WNL,ADOPTION,02/28/2024,16:58:00,K24-616459
A1198322,MIXED BREED,FOSTER,APPOINT,01/25/2024,18:36:00,APP WNL,FOSTER,01/25/2024,18:37:00,K24-612959
A1198322,MIXED BREED,TREATMENT,SPAY/NEUT,02/03/2024,17:57:00,APP WNL,TREATMENT,02/04/2024,18:10:00,K24-613884
A1198324,MIXED BREED,STRAY,AT LARGE,12/15/2023,15:53:00,APP WNL,ADOPTION,12/19/2023,16:13:00,K23-609117
A1198326,GERM SHEPHERD,STRAY,AT LARGE,12/15/2023,17:30:00,APP INJ,FOSTER,01/19/2024,17:38:00,K23-609118
A1198326,GERM SHEPHERD,FOSTER,APPOINT,02/21/2024,10:28:00,APP WNL,ADOPTION,02/21/2024,10:29:00,K24-615716
A1198328,MIXED BREED,STRAY,AT LARGE,12/15/2023,17:52:00,APP WNL,ADOPTION,12/21/2023,16:36:00,K23-609119
A1198329,MIXED BREED,OWNER SURRENDER,EUTHANASIA REQUESTED,12/15/2023,17:41:00,APP SICK,EUTHANIZED,12/16/2023,09:21:00,K23-609121
A1198330,MIXED BREED,STRAY,AT LARGE,12/15/2023,18:04:00,APP WNL,EUTHANIZED,12/19/2023,13:57:00,K23-609122
A1198331,AMERICAN STAFF,STRAY,WEB,12/11/2023,18:25:00,NORMAL,FOUND EXP,01/15/2024,00:00:00,K23-609123
A1198334,MIXED BREED,STRAY,AT LARGE,12/15/2023,18:34:00,APP WNL,ADOPTION,12/22/2023,15:43:00,K23-609126
A1198335,MIXED BREED,OWNER SURRENDER,APPOINT,12/15/2023,18:31:00,APP WNL,ADOPTION,01/06/2024,15:27:00,K23-609128
A1198338,MIXED BREED,OWNER SURRENDER,APPOINT,12/15/2023,18:53:00,APP WNL,ADOPTION,01/07/2024,16:46:00,K23-609129
A1198339,CHINESE CRESTED,STRAY,WEB,12/14/2023,21:25:00,NORMAL,LOST EXP,01/15/2024,00:00:00,K23-609131
A1198340,GERM SHEPHERD,STRAY,AT LARGE,12/15/2023,22:33:00,APP WNL,RETURNED TO OWNER,12/15/2023,22:36:00,K23-609132
A1198341,GERM SHEPHERD,STRAY,AT LARGE,12/15/2023,22:33:00,APP WNL,RETURNED TO OWNER,12/15/2023,22:36:00,K23-609133
A1198343,BULL TERRIER,STRAY,WEB,12/04/2023,02:25:00,NORMAL,LOST EXP,01/16/2024,00:00:00,K23-609135
A1198348,PIT BULL,STRAY,AT LARGE,12/16/2023,08:05:00,APP SICK,TRANSFER,12/20/2023,13:49:00,K23-609137
A1198350,CHIHUAHUA SH,CONFISCATED,QUARANTINE,12/16/2023,09:24:00,APP WNL,TRANSFER,12/16/2023,12:40:00,K23-609138
A1198351,CHIHUAHUA SH,CONFISCATED,QUARANTINE,12/16/2023,09:24:00,APP WNL,TRANSFER,12/16/2023,12:40:00,K23-609139
A1198352,CHIHUAHUA SH,CONFISCATED,QUARANTINE,12/16/2023,09:24:00,APP WNL,TRANSFER,12/16/2023,12:40:00,K23-609140
A1198353,CHIHUAHUA SH,CONFISCATED,QUARANTINE,12/16/2023,09:24:00,APP WNL,TRANSFER,12/16/2023,12:41:00,K23-609141
A1198354,MIXED BREED,STRAY,AT LARGE,12/16/2023,11:11:00,APP WNL,EUTHANIZED,01/06/2024,15:55:00,K23-609143
A1198355,CHIHUAHUA SH,STRAY,WEB,12/15/2023,11:25:00,NORMAL,LOST EXP,01/16/2024,00:00:00,K23-609144
A1198356,CHIHUAHUA LH,STRAY,WEB,11/25/2023,11:25:00,NORMAL,FOUND EXP,01/16/2024,00:00:00,K23-609145
A1198357,MIXED BREED,OWNER SURRENDER,APPOINT,12/16/2023,11:03:00,APP WNL,EUTHANIZED,01/06/2024,15:25:00,K23-609146
A1198358,MIXED BREED,STRAY,AT LARGE,12/16/2023,10:58:00,APP WNL,ADOPTION,01/03/2024,18:32:00,K23-609147
A1198359,LABRADOR RETR,STRAY,AT LARGE,12/16/2023,11:39:00,APP WNL,RETURNED TO OWNER,12/16/2023,11:44:00,K23-609148
A1198360,LABRADOR RETR,STRAY,AT LARGE,12/16/2023,11:39:00,APP WNL,RETURNED TO OWNER,12/16/2023,11:44:00,K23-609149
A1198361,LABRADOR RETR,STRAY,AT LARGE,12/16/2023,11:39:00,APP WNL,RETURNED TO OWNER,12/16/2023,11:44:00,K23-609150
A1198362,GREAT PYRENEES,STRAY,CONFINED,12/16/2023,11:45:00,APP WNL,FOSTER,01/03/2024,19:03:00,K23-609152
A1198362,GREAT PYRENEES,FOSTER,APPOINT,01/14/2024,08:28:00,APP WNL,ADOPTION,01/14/2024,15:40:00,K24-611866
A1198363,LABRADOR RETR,STRAY,AT LARGE,12/16/2023,11:39:00,APP WNL,RETURNED TO OWNER,12/16/2023,11:44:00,K23-609151
A1198364,MIXED BREED,STRAY,AT LARGE,12/16/2023,11:48:00,APP WNL,ADOPTION,12/18/2023,14:49:00,K23-609154
A1198364,MIXED BREED,STRAY,AT LARGE,04/03/2024,09:39:00,APP WNL,RETURNED TO OWNER,04/03/2024,10:48:00,K24-620789
A1198364,MIXED BREED,STRAY,AT LARGE,05/05/2024,22:23:00,APP INJ,FOSTER,05/11/2024,15:39:00,K24-625376
A1198365,LABRADOR RETR,STRAY,WEB,12/11/2023,12:25:00,NORMAL,FOUND EXP,01/16/2024,00:00:00,K23-609156
A1198366,MIXED BREED,STRAY,AT LARGE,12/16/2023,12:19:00,APP WNL,TRANSFER,12/20/2023,10:41:00,K23-609158
A1198368,PIT BULL,STRAY,AT LARGE,12/16/2023,13:35:00,APP WNL,TRANSFER,12/23/2023,16:28:00,K23-609161
A1198370,MIXED BREED,STRAY,AT LARGE,12/16/2023,13:46:00,APP WNL,FOSTER,12/23/2023,17:38:00,K23-609162
A1198370,MIXED BREED,FOSTER,APPOINT,01/05/2024,09:51:00,APP WNL,ADOPTION,01/16/2024,13:53:00,K24-610939
A1198371,MIXED BREED,STRAY,AT LARGE,12/16/2023,13:44:00,APP WNL,ADOPTION,12/20/2023,14:19:00,K23-609163
A1198372,CATAHOULA,STRAY,WEB,11/27/2023,14:25:00,NORMAL,LOST EXP,01/16/2024,00:00:00,K23-609165
A1198373,MIXED BREED,STRAY,AT LARGE,12/16/2023,14:26:00,APP WNL,EUTHANIZED,12/31/2023,16:07:00,K23-609166
A1198374,MIXED BREED,STRAY,AT LARGE,12/16/2023,14:41:00,APP WNL,EUTHANIZED,01/05/2024,15:00:00,K23-609167
A1198375,MIXED BREED,STRAY,AT LARGE,12/16/2023,14:21:00,APP WNL,FOSTER,01/21/2024,15:29:00,K23-609168
A1198375,MIXED BREED,FOSTER,APPOINT,01/30/2024,18:09:00,APP WNL,ADOPTION,01/30/2024,18:10:00,K24-613455
A1198376,MIXED BREED,FOSTER,APPOINT,01/25/2024,14:22:00,APP WNL,ADOPTION,01/25/2024,14:23:00,K24-612920
A1198376,MIXED BREED,OWNER SURRENDER,WALK IN,01/19/2024,16:26:00,APP WNL,FOSTER,01/20/2024,17:24:00,K24-612422
A1198376,MIXED BREED,STRAY,AT LARGE,12/16/2023,14:21:00,APP WNL,ADOPTION,01/17/2024,16:51:00,K23-609169
A1198379,SIBERIAN HUSKY,CONFISCATED,QUARANTINE,12/18/2023,14:24:00,APP WNL,RETURNED TO OWNER,12/26/2023,18:36:00,K23-609310
A1198380,MIXED BREED,STRAY,AT LARGE,12/16/2023,16:03:00,APP WNL,ADOPTION,12/24/2023,14:08:00,K23-609178
A1198383,CAIRN TERRIER,STRAY,CONFINED,12/16/2023,17:16:00,APP INJ,EUTHANIZED,12/16/2023,18:32:00,K23-609182
A1198384,AM PIT BULL TER,CONFISCATED,QUARANTINE,12/16/2023,17:08:00,APP WNL,TRANSFER,12/18/2023,16:21:00,K23-609181
A1198385,MIXED BREED,OWNER SURRENDER,URGENT,12/16/2023,16:37:00,APP WNL,RETURNED TO OWNER,12/19/2023,16:19:00,K23-609180
